timestamp,Timestamp (Shimmer),ACCEL_X,ACCEL_Y,ACCEL_Z,GYRO_P,GYRO_R,GYRO_Y,GSR_RES,GSR_CON,PPG_RAW,HEART_RATE,HRV,Time since load,Time
349631.4086,503313.4063,-7.839616776,1.400359035,6.068222523,-0.503816783,-0.48854962,-0.717557251,1349.501099,2287,1311.355347,76.80000305,781.25,1000,0.9906585
349631.4203,503321.2188,-7.830041885,1.374027491,6.046678543,-0.732824445,-0.213740453,-0.687022924,1354.5,2281,1312.087891,76.80000305,781.25,1007.8125,1.0023793
349631.4207,503329.0313,-7.8683424,1.369239926,6.029922009,-0.595419824,-0.549618304,-1.11450386,1351.995972,2284,1313.553101,76.80000305,781.25,1015.625,1.0028183
349631.4342,503336.8438,-7.87791729,1.383602619,6.044284821,-0.458015263,-0.916030526,-0.870229006,1350.331665,2286,1315.018311,76.80000305,781.25,1023.4375,1.016316
349631.4346,503344.6563,-7.861160755,1.39557147,6.039497375,-0.4427481,-1.038167953,-1.083969474,1354.5,2281,1312.820557,76.80000305,781.25,1031.25,1.0167238
349631.4482,503352.4688,-7.83482933,1.414721727,6.051465988,-0.564885497,-0.870229006,-1.297709942,1349.501099,2287,1307.692261,76.80000305,781.25,1039.0625,1.0302869
349631.4583,503360.2813,-7.794135094,1.424296856,6.053860188,-0.53435117,-1.02290082,-1.328244328,1352.82959,2283,1304.029297,76.80000305,781.25,1046.875,1.0403553
349631.4587,503368.0938,-7.861160755,1.390783906,6.058647633,-0.839694679,-1.236641169,-1.587786317,1352.82959,2283,1297.435913,76.80000305,781.25,1054.6875,1.040806
349631.4732,503375.9063,-7.901854992,1.402752876,6.07779789,-0.519083977,-1.358778596,-1.190839648,1350.331665,2286,1292.307739,76.80000305,781.25,1062.5,1.0552936
349631.4791,503383.7188,-7.870736122,1.426690578,6.08737278,-0.229007632,-1.236641169,-1.145038128,1355.336792,2280,1291.575073,76.80000305,781.25,1070.3125,1.0612005
349631.4871,503391.5313,-7.767803669,1.41711545,6.101735592,-0.549618304,-0.885496199,-1.664122105,1351.16333,2285,1290.109863,76.80000305,781.25,1078.125,1.0691793
349631.4951,503399.3438,-7.755835056,1.421903014,6.089766502,-0.702290058,-0.519083977,-1.587786317,1353.664307,2282,1287.179443,76.80000305,781.25,1085.9375,1.0771347
349631.503,503407.1563,-7.822860718,1.39557147,6.073009968,-1.083969474,-0.671755731,-1.603053451,1354.5,2281,1282.05127,76.80000305,781.25,1093.75,1.0851052
349631.5131,503414.9688,-7.863554955,1.39557147,6.068222523,-0.763358772,-0.916030526,-1.480916023,1351.16333,2285,1279.853516,76.80000305,781.25,1101.5625,1.095135
349631.5135,503422.7813,-7.865948677,1.385996461,6.051465988,-0.549618304,-0.916030526,-1.129770994,1354.5,2281,1280.58606,76.80000305,781.25,1109.375,1.095585
349631.53,503430.5938,-7.803710461,1.402752876,6.058647633,-0.549618304,-0.946564913,-1.145038128,1351.16333,2285,1283.516479,76.80000305,781.25,1117.1875,1.112067
349631.5304,503438.4063,-7.786953926,1.397965312,6.041891098,-0.809160292,-0.885496199,-1.282442689,1353.664307,2282,1284.981689,76.80000305,781.25,1125,1.1125217
349631.54,503446.2188,-7.83482933,1.397965312,6.073009968,-1.038167953,-0.931297719,-1.450381637,1355.336792,2280,1289.377319,76.80000305,781.25,1132.8125,1.1220372
